72,4.4
63,6.54
71,6.29
59,4.77
70,5.49
69,5.35
68,5.95
67,6.37
66,4.28
65,4.09
64,6.51
62,5.3
61,6.29
60,4.01
58,5.34
57,6.16
56,4.69
55,6.84
54,6.7
53,4.09
52,4.08
73,5.62
74,6.82
75,5.14
51,4.65
50,5.27
49,4.09
48,4.67
47,5.31
46,5.49
45,4.7
44,4.69
43,4.66
42,5.38
41,4.87
40,4.06
39,6.51
38,5.67
37,5.93
27,4.56
28,6.98
26,6.58
24,4.36
23,5.0
22,6.16
21,6.13
76,6.81
77,5.27
78,6.49
79,6.01
80,4.91
81,5.76
82,6.65
36,6.54
35,5.52
34,5.77
32,4.1
33,4.73
31,6.39
30,5.24
29,4.52
25,5.65
20,6.11
19,6.02
18,5.12
17,5.32
14,5.53
15,6.34
16,5.56
13,5.18
12,5.47
83,4.09
84,4.13
85,6.11
86,6.95
87,5.78
88,5.18
89,4.51
90,5.51
96,6.95
97,6.31
98,5.62
99,6.58
95,4.7
91,5.54
11,6.86
10,5.73
0,5.38
1,4.81
2,5.64
3,6.87
4,4.02
5,6.35
6,6.46
7,6.66
8,6.22
9,6.43
